ID,state,county,population,start_year,start_month,prior_period_ipc_phase,prior_period_phase3plus_pct,prior_year_cereal_production_tonnes,prior_year_cereal_gap_tonnes,food_insecurity_risk
ID_WT3HJU,Northern Bahr El Ghazal,Aweil South,138460.0,2020,5,Crisis,54.9,11274.0,-6344.0,1
ID_31FI0N,Northern Bahr El Ghazal,Aweil South,141948.0,2022,2,Emergency,59.9,9234.0,-9457.0,1
ID_6DGG5G,Northern Bahr El Ghazal,Aweil South,141948.0,2022,4,Crisis,59.9,9234.0,-9457.0,1
ID_R0XAFG,Northern Bahr El Ghazal,Aweil South,142217.0,2022,10,Emergency,69.7,9234.0,-9457.0,1
ID_OVCCI6,Northern Bahr El Ghazal,Aweil South,142217.0,2022,12,Emergency,64.7,9234.0,-9457.0,1
ID_8DS03V,Northern Bahr El Ghazal,Aweil South,142217.0,2023,4,Crisis,54.8,9891.0,-9361.0,1
ID_NA31XB,Northern Bahr El Ghazal,Aweil South,239810.0,2023,9,Emergency,65.4,9891.0,-9361.0,1
ID_IDFWA8,Northern Bahr El Ghazal,Aweil South,239810.0,2023,12,Emergency,50.0,9891.0,-9361.0,1
ID_8D0MZH,Northern Bahr El Ghazal,Aweil South,239810.0,2024,4,Emergency,55.0,13794.0,-13376.0,1
ID_RUPFLF,Northern Bahr El Ghazal,Aweil South,146484.0,2024,9,Emergency,60.0,13794.0,-13376.0,1
ID_CYWE3D,Northern Bahr El Ghazal,Aweil South,98038.0,2024,12,Crisis,49.8,13794.0,-13376.0,1
ID_KS4F6A,Northern Bahr El Ghazal,Aweil South,99552.0,2025,4,Crisis,50.0,7715.0,-8882.0,1
ID_PFXI5N,Northern Bahr El Ghazal,Aweil West,296947.0,2014,10,Stressed,10.1,32193.34210526316,-3005.5789473684213,0
ID_53EGDD,Northern Bahr El Ghazal,Aweil West,302371.0,2015,1,Stressed,5.1,32193.34210526316,-3005.5789473684213,1
ID_8MWE77,Northern Bahr El Ghazal,Aweil West,302371.0,2015,4,Crisis,19.8,32193.34210526316,-3005.5789473684213,1
ID_6VGTVY,Northern Bahr El Ghazal,Aweil West,302371.0,2015,5,Crisis,59.9,32193.34210526316,-3005.5789473684213,1
ID_FYK3MD,Northern Bahr El Ghazal,Aweil West,302371.0,2015,8,Crisis,64.8,32193.34210526316,-3005.5789473684213,1
ID_6X73ZC,Northern Bahr El Ghazal,Aweil West,302371.0,2015,10,Crisis,40.0,32193.34210526316,-3005.5789473684213,0
ID_A7FXLO,Northern Bahr El Ghazal,Aweil West,307797.0,2016,1,Stressed,10.6,32407.0,-2251.0,0
ID_Z2RCU8,Northern Bahr El Ghazal,Aweil West,307797.0,2016,4,Stressed,10.1,32407.0,-2251.0,1
ID_KD9GNL,Northern Bahr El Ghazal,Aweil West,307797.0,2016,5,Crisis,44.8,32407.0,-2251.0,1
ID_PYO2M2,Northern Bahr El Ghazal,Aweil West,307797.0,2016,8,Emergency,60.1,32407.0,-2251.0,1
ID_XIPRTT,Northern Bahr El Ghazal,Aweil West,307797.0,2016,10,Emergency,70.2,32407.0,-2251.0,1
ID_3NUPUY,Northern Bahr El Ghazal,Aweil West,313222.0,2017,1,Emergency,70.2,33286.0,-2091.0,1
ID_0ZIA9A,Northern Bahr El Ghazal,Aweil West,313222.0,2017,2,Crisis,54.9,33286.0,-2091.0,1
ID_U87CM4,Northern Bahr El Ghazal,Aweil West,313222.0,2017,5,Emergency,60.0,33286.0,-2091.0,1
ID_53KF48,Northern Bahr El Ghazal,Aweil West,313222.0,2017,6,Emergency,65.1,33286.0,-2091.0,1
ID_6I3CE8,Northern Bahr El Ghazal,Aweil West,301863.0,2017,9,Emergency,64.8,33286.0,-2091.0,1
ID_ZNA8NZ,Northern Bahr El Ghazal,Aweil West,301863.0,2017,10,Crisis,64.9,33286.0,-2091.0,1
ID_XC45BN,Northern Bahr El Ghazal,Aweil West,310919.0,2018,1,Crisis,60.0,32320.0,-1881.0,1
ID_CCU3FG,Northern Bahr El Ghazal,Aweil West,310919.0,2018,2,Crisis,60.1,32320.0,-1881.0,1
ID_00ZKOM,Northern Bahr El Ghazal,Aweil West,310919.0,2018,5,Emergency,69.8,32320.0,-1881.0,1
ID_2ZKF5B,Northern Bahr El Ghazal,Aweil West,310919.0,2018,9,Emergency,74.9,32320.0,-1881.0,1
ID_1SA3Y5,Northern Bahr El Ghazal,Aweil West,310919.0,2018,10,Crisis,55.0,32320.0,-1881.0,1
ID_T37SZP,Northern Bahr El Ghazal,Aweil West,322640.0,2019,1,Crisis,45.0,35127.0,-100.0,1
ID_F9S9EH,Northern Bahr El Ghazal,Aweil West,235304.0,2019,8,Emergency,55.2,35127.0,-100.0,1
ID_WHG0U4,Northern Bahr El Ghazal,Aweil West,235304.0,2019,9,Emergency,59.9,35127.0,-100.0,1
ID_3QLX3F,Northern Bahr El Ghazal,Aweil West,235304.0,2020,1,Crisis,50.1,26704.0,-9851.0,1
ID_2XHDCV,Northern Bahr El Ghazal,Aweil West,238714.0,2020,1,Crisis,50.1,26704.0,-9851.0,1
ID_4BKTCV,Northern Bahr El Ghazal,Aweil West,235304.0,2020,2,Crisis,59.9,26704.0,-9851.0,1
ID_1LTWBJ,Northern Bahr El Ghazal,Aweil West,235304.0,2020,5,Crisis,55.2,26704.0,-9851.0,1
ID_9UU2BL,Northern Bahr El Ghazal,Aweil West,203857.0,2022,2,Emergency,65.0,31163.0,-7618.0,1
ID_7AMKOH,Northern Bahr El Ghazal,Aweil West,203857.0,2022,4,Crisis,55.4,31163.0,-7618.0,1
ID_109ZDO,Northern Bahr El Ghazal,Aweil West,204245.0,2022,10,Emergency,65.2,31163.0,-7618.0,1
ID_0D3FVN,Northern Bahr El Ghazal,Aweil West,204245.0,2022,12,Emergency,54.8,31163.0,-7618.0,1
ID_V4KFQ5,Northern Bahr El Ghazal,Aweil West,204245.0,2023,4,Crisis,55.3,37934.0,-2011.0,1
ID_DZ53X1,Northern Bahr El Ghazal,Aweil West,390371.0,2023,9,Emergency,65.1,37934.0,-2011.0,1
ID_F8S0X7,Northern Bahr El Ghazal,Aweil West,390371.0,2023,12,Crisis,45.1,37934.0,-2011.0,1
ID_M2MM4P,Northern Bahr El Ghazal,Aweil West,390371.0,2024,4,Crisis,50.2,38260.0,-5969.0,1
ID_61NHVC,Northern Bahr El Ghazal,Aweil West,210372.0,2024,9,Emergency,55.1,38260.0,-5969.0,1
ID_FWR2F5,Northern Bahr El Ghazal,Aweil West,220789.0,2024,12,Crisis,49.4,38260.0,-5969.0,1
ID_T82DDL,Northern Bahr El Ghazal,Aweil West,224200.0,2025,4,Crisis,39.9,25247.0,1412.0,1
ID_7FKNDG,Unity,Abiemnhom,23369.0,2014,10,Crisis,21.4,464.5,-1946.684210526316,0
ID_1JRJ5X,Unity,Abiemnhom,23796.0,2015,1,Stressed,17.1,464.5,-1946.684210526316,1
ID_FEUB4O,Unity,Abiemnhom,23796.0,2015,4,Crisis,37.8,464.5,-1946.684210526316,0
ID_47EN48,Unity,Abiemnhom,23796.0,2015,5,Stressed,12.6,464.5,-1946.684210526316,0
ID_NYSJ5Y,Unity,Abiemnhom,23796.0,2015,8,Stressed,12.6,464.5,-1946.684210526316,1
ID_WX0I3A,Unity,Abiemnhom,23796.0,2015,10,Crisis,42.0,464.5,-1946.684210526316,1
ID_4KFOCN,Unity,Abiemnhom,24223.0,2016,1,Emergency,100.9,194.0,-1389.0,0
ID_QDQX6Q,Unity,Abiemnhom,24223.0,2016,4,Stressed,8.3,194.0,-1389.0,1
ID_D0771H,Unity,Abiemnhom,24223.0,2016,5,Crisis,41.3,194.0,-1389.0,1
ID_LL9RZR,Unity,Abiemnhom,24223.0,2016,8,Crisis,49.5,194.0,-1389.0,0
ID_KBFQXL,Unity,Abiemnhom,24223.0,2016,10,Stressed,16.5,194.0,-1389.0,0
ID_BVN7NP,Unity,Abiemnhom,24650.0,2017,1,Stressed,8.3,259.0,-1861.0,1
ID_RB58YJ,Unity,Abiemnhom,24650.0,2017,2,Crisis,20.3,259.0,-1861.0,1
ID_WDCOKZ,Unity,Abiemnhom,24650.0,2017,5,Crisis,24.3,259.0,-1861.0,1
ID_5SYJ3D,Unity,Abiemnhom,24650.0,2017,6,Crisis,36.5,259.0,-1861.0,1
ID_6M1FMP,Unity,Abiemnhom,22970.0,2017,9,Crisis,44.6,259.0,-1861.0,0
ID_RYFZMY,Unity,Abiemnhom,22970.0,2017,10,Stressed,13.1,259.0,-1861.0,0
ID_OA2VCY,Unity,Abiemnhom,28976.0,2018,1,Stressed,8.7,246.0,-1764.0,0
ID_WL9700,Unity,Abiemnhom,28976.0,2018,2,Stressed,17.3,246.0,-1764.0,1
ID_LFQF5E,Unity,Abiemnhom,28976.0,2018,5,Crisis,27.6,246.0,-1764.0,1
ID_8OSAQ3,Unity,Abiemnhom,28976.0,2018,9,Crisis,44.9,246.0,-1764.0,1
ID_EQ8DH9,Unity,Abiemnhom,28976.0,2018,10,Crisis,48.3,246.0,-1764.0,1
ID_PTFNM8,Unity,Abiemnhom,30068.0,2019,1,Crisis,44.9,372.0,-2164.0,1
ID_8UA3A6,Unity,Abiemnhom,54238.0,2019,8,Crisis,56.5,372.0,-2164.0,1
ID_S5ZXQO,Unity,Abiemnhom,54238.0,2019,9,Crisis,49.8,372.0,-2164.0,1
ID_MTS1EG,Unity,Abiemnhom,54238.0,2020,1,Crisis,40.6,536.0,-2096.0,1
ID_PGVTN4,Unity,Abiemnhom,54587.0,2020,1,Crisis,49.8,536.0,-2096.0,1
ID_YPKW74,Unity,Abiemnhom,54238.0,2020,2,Crisis,58.6,536.0,-2096.0,1
ID_93DXWO,Unity,Abiemnhom,54238.0,2020,5,Crisis,53.5,536.0,-2096.0,1
ID_R17DPU,Unity,Abiemnhom,56982.0,2022,2,Crisis,59.0,726.0,-2066.0,1
ID_BKPIQN,Unity,Abiemnhom,56982.0,2022,4,Crisis,56.2,726.0,-2066.0,1
ID_HQE86O,Unity,Abiemnhom,57091.0,2022,10,Crisis,59.7,726.0,-2066.0,1
ID_3Z0ANI,Unity,Abiemnhom,57091.0,2022,12,Crisis,50.8,726.0,-2066.0,1
ID_K5J42O,Unity,Abiemnhom,57091.0,2023,4,Crisis,50.8,703.0,-2173.0,1
ID_I6OAFN,Unity,Abiemnhom,40765.0,2023,9,Crisis,66.6,703.0,-2173.0,1
ID_33VM89,Unity,Abiemnhom,40765.0,2023,12,Crisis,44.2,703.0,-2173.0,1
ID_I9GX32,Unity,Abiemnhom,40765.0,2024,4,Crisis,49.1,703.0,-2173.0,1
ID_UEW9G6,Unity,Abiemnhom,58803.0,2024,9,Crisis,58.9,703.0,-2173.0,1
ID_SPD2SW,Unity,Abiemnhom,22597.0,2024,12,Crisis,74.8,703.0,-2173.0,1
ID_24WJT8,Unity,Abiemnhom,22946.0,2025,4,Crisis,53.1,703.0,-2173.0,1
ID_HDPWVB,Unity,Guit,46862.0,2014,10,Emergency,44.8,420.9473684210527,-3657.184210526316,1
ID_Z7CN0E,Unity,Guit,47719.0,2015,1,Crisis,19.2,420.9473684210527,-3657.184210526316,1
ID_QWMI6K,Unity,Guit,47719.0,2015,4,Emergency,75.4,420.9473684210527,-3657.184210526316,1
ID_TI221X,Unity,Guit,47719.0,2015,5,Crisis,60.8,420.9473684210527,-3657.184210526316,1
ID_J7WWUD,Unity,Guit,47719.0,2015,8,Emergency,46.1,420.9473684210527,-3657.184210526316,1
ID_QVDK6D,Unity,Guit,47719.0,2015,10,Emergency,100.6,420.9473684210527,-3657.184210526316,1
ID_RN4ORA,Unity,Guit,48575.0,2016,1,Emergency,100.6,31.0,-2759.0,1
ID_C8CYNL,Unity,Guit,48575.0,2016,4,Emergency,80.3,31.0,-2759.0,1
ID_63GAGU,Unity,Guit,48575.0,2016,5,Emergency,70.0,31.0,-2759.0,1
ID_VB99RW,Unity,Guit,48575.0,2016,8,Emergency,74.1,31.0,-2759.0,1
ID_TF07GB,Unity,Guit,48575.0,2016,10,Crisis,59.7,31.0,-2759.0,1
ID_ASF5EH,Unity,Guit,49431.0,2017,1,Emergency,59.7,234.0,-3918.0,1
ID_LH07JR,Unity,Guit,49431.0,2017,2,Emergency,60.7,234.0,-3918.0,1
ID_8MTK0R,Unity,Guit,49431.0,2017,5,Emergency,64.7,234.0,-3918.0,1
ID_SOGGY5,Unity,Guit,49431.0,2017,6,Emergency,85.0,234.0,-3918.0,1
ID_KOV1L2,Unity,Guit,47303.0,2017,9,Emergency,85.0,234.0,-3918.0,1
ID_8R5P03,Unity,Guit,47303.0,2017,10,Crisis,80.3,234.0,-3918.0,1
ID_WVPUNW,Unity,Guit,38519.0,2018,1,Crisis,78.2,233.0,-3908.0,1
ID_CGBSVK,Unity,Guit,38519.0,2018,2,Crisis,31.2,233.0,-3908.0,1
ID_3X8MBG,Unity,Guit,38519.0,2018,5,Emergency,70.1,233.0,-3908.0,1
ID_L2MCXN,Unity,Guit,38519.0,2018,9,Emergency,70.1,233.0,-3908.0,1
ID_2ELALQ,Unity,Guit,38519.0,2018,10,Emergency,80.5,233.0,-3908.0,1
ID_26UNVS,Unity,Guit,39971.0,2019,1,Emergency,75.3,158.0,-3214.0,1
ID_DKV54C,Unity,Guit,66324.0,2019,8,Emergency,85.1,158.0,-3214.0,1
ID_6P1LLH,Unity,Guit,66324.0,2019,9,Emergency,64.8,158.0,-3214.0,1
ID_2R9PEG,Unity,Guit,66324.0,2020,1,Crisis,60.3,423.0,-3076.0,1
ID_LNUKX4,Unity,Guit,67001.0,2020,1,Crisis,55.8,423.0,-3076.0,1
ID_96K4O6,Unity,Guit,66324.0,2020,2,Emergency,76.1,423.0,-3076.0,1
ID_7BXCD2,Unity,Guit,66324.0,2020,5,Crisis,60.3,423.0,-3076.0,1
ID_0J1OUL,Unity,Guit,69883.0,2022,2,Emergency,69.4,402.0,-3310.0,1
ID_WOZQ48,Unity,Guit,69883.0,2022,4,Crisis,54.4,402.0,-3310.0,1
ID_ENWBBA,Unity,Guit,70016.0,2022,10,Emergency,74.4,402.0,-3310.0,1
ID_DLYPGG,Unity,Guit,70016.0,2022,12,Crisis,55.7,402.0,-3310.0,1
ID_6N6975,Unity,Guit,70016.0,2023,4,Crisis,61.4,257.0,-3566.0,1
ID_J2D8CL,Unity,Guit,49582.0,2023,9,Emergency,71.4,257.0,-3566.0,1
ID_W3JGEQ,Unity,Guit,49582.0,2023,12,Crisis,58.5,257.0,-3566.0,1
ID_E5158O,Unity,Guit,49582.0,2024,4,Emergency,64.5,680.0,-3660.0,1
ID_QESUX9,Unity,Guit,72116.0,2024,9,Emergency,68.6,680.0,-3660.0,1
ID_L0IJKC,Unity,Guit,43840.0,2024,12,Crisis,70.7,680.0,-3660.0,1
ID_U5X0HC,Unity,Guit,44517.0,2025,4,Crisis,79.8,1243.0,-5070.0,1
ID_8CAH3G,Unity,Koch,132778.0,2014,10,Emergency,55.0,1733.6315789473683,-9093.184210526317,1
ID_DHVS41,Unity,Koch,135204.0,2015,1,Crisis,49.7,1733.6315789473683,-9093.184210526317,1
ID_LQFS6H,Unity,Koch,135204.0,2015,4,Emergency,54.7,1733.6315789473683,-9093.184210526317,1
ID_N95S2G,Unity,Koch,135204.0,2015,5,Crisis,29.6,1733.6315789473683,-9093.184210526317,1
ID_KFL5XF,Unity,Koch,135204.0,2015,8,Emergency,55.5,1733.6315789473683,-9093.184210526317,1
ID_50I6GB,Unity,Koch,135204.0,2015,10,Emergency,100.6,1733.6315789473683,-9093.184210526317,1
ID_XQJ7DP,Unity,Koch,137631.0,2016,1,Emergency,99.8,1763.0,-10247.0,1
ID_FSSBJD,Unity,Koch,137631.0,2016,4,Emergency,79.9,1763.0,-10247.0,1
ID_X0PKOV,Unity,Koch,137631.0,2016,5,Emergency,79.9,1763.0,-10247.0,1
ID_TRPYX8,Unity,Koch,137631.0,2016,8,Emergency,85.0,1763.0,-10247.0,1
ID_HBBJCD,Unity,Koch,137631.0,2016,10,Emergency,64.7,1763.0,-10247.0,1
ID_IWZOD0,Unity,Koch,140057.0,2017,1,Emergency,65.4,1559.0,-10385.0,1
ID_5JH2MK,Unity,Koch,140057.0,2017,2,Catastrophe,80.0,1559.0,-10385.0,1
ID_V0DSZR,Unity,Koch,140057.0,2017,5,Catastrophe,90.0,1559.0,-10385.0,1
ID_K6ILCG,Unity,Koch,140057.0,2017,6,Emergency,65.0,1559.0,-10385.0,1
ID_6FARMG,Unity,Koch,134590.0,2017,9,Emergency,70.0,1559.0,-10385.0,1
ID_JCY4V8,Unity,Koch,134590.0,2017,10,Crisis,69.8,1559.0,-10385.0,1
ID_URID3U,Unity,Koch,123043.0,2018,1,Crisis,55.0,1538.0,-10245.0,1
ID_94SGFD,Unity,Koch,123043.0,2018,2,Crisis,69.9,1538.0,-10245.0,1
ID_K0Q09J,Unity,Koch,123043.0,2018,5,Emergency,85.3,1538.0,-10245.0,1
ID_RNAMZ6,Unity,Koch,123043.0,2018,9,Emergency,89.4,1538.0,-10245.0,1
ID_146VEY,Unity,Koch,123043.0,2018,10,Emergency,84.5,1538.0,-10245.0,1
ID_0A94XF,Unity,Koch,127682.0,2019,1,Crisis,55.3,1230.0,-9542.0,1
ID_RI09M0,Unity,Koch,105543.0,2019,8,Crisis,70.5,1230.0,-9542.0,1
ID_G8W85Y,Unity,Koch,105543.0,2019,9,Emergency,65.4,1230.0,-9542.0,1
ID_6Q8SJY,Unity,Koch,105543.0,2020,1,Crisis,45.5,1737.0,-9441.0,1
ID_5OP9LB,Unity,Koch,107079.0,2020,1,Crisis,59.7,1737.0,-9441.0,1
ID_SMWPQ8,Unity,Koch,105543.0,2020,2,Crisis,59.8,1737.0,-9441.0,1
ID_2K8RYQ,Unity,Koch,105543.0,2020,5,Crisis,65.4,1737.0,-9441.0,1
ID_F8WXKK,Unity,Koch,98664.0,2022,2,Emergency,70.1,2202.0,-9657.0,1
ID_2ABKVB,Unity,Koch,98664.0,2022,4,Emergency,80.1,2202.0,-9657.0,1
ID_LPXAJM,Unity,Koch,98851.0,2022,10,Emergency,84.1,2202.0,-9657.0,1
ID_K4X1FD,Unity,Koch,98851.0,2022,12,Emergency,64.7,2202.0,-9657.0,1
ID_J9HVCH,Unity,Koch,98851.0,2023,4,Emergency,60.7,1494.0,-10721.0,1
ID_RM3WP8,Unity,Koch,55478.0,2023,9,Emergency,75.9,1494.0,-10721.0,1
ID_DJKLUY,Unity,Koch,55478.0,2023,12,Crisis,59.5,1494.0,-10721.0,1
ID_LUYHET,Unity,Koch,55478.0,2024,4,Emergency,59.5,859.0,-3998.0,1
ID_KDUWTN,Unity,Koch,101817.0,2024,9,Emergency,64.9,859.0,-3998.0,1
ID_5PEPL7,Unity,Koch,99442.0,2024,12,Crisis,66.8,859.0,-3998.0,1
ID_ZQPPOA,Unity,Koch,100978.0,2025,4,Crisis,60.3,2380.0,-6534.0,1
ID_U8P1WK,Unity,Leer,113720.0,2014,10,Emergency,50.1,764.1578947368421,-9246.763157894737,1
ID_ISETUK,Unity,Leer,115798.0,2015,1,Crisis,44.8,764.1578947368421,-9246.763157894737,1
ID_1OOA35,Unity,Leer,115798.0,2015,4,Emergency,75.1,764.1578947368421,-9246.763157894737,1
ID_QBB3XM,Unity,Leer,115798.0,2015,5,Crisis,19.9,764.1578947368421,-9246.763157894737,1
ID_DKRLC0,Unity,Leer,115798.0,2015,8,Crisis,35.4,764.1578947368421,-9246.763157894737,1
ID_Y0BHF0,Unity,Leer,115798.0,2015,10,Emergency,100.2,764.1578947368421,-9246.763157894737,1
ID_RIY4KL,Unity,Leer,117876.0,2016,1,Emergency,100.2,224.0,-12319.0,1
ID_9ARYEA,Unity,Leer,117876.0,2016,4,Emergency,79.7,224.0,-12319.0,1
ID_VEDHR3,Unity,Leer,117876.0,2016,5,Emergency,79.7,224.0,-12319.0,1
ID_PCEO93,Unity,Leer,117876.0,2016,8,Emergency,79.7,224.0,-12319.0,1
ID_4T3Y4W,Unity,Leer,117876.0,2016,10,Emergency,64.5,224.0,-12319.0,1
ID_PWG3XG,Unity,Leer,119953.0,2017,1,Emergency,65.3,358.0,-9669.0,1
ID_0TRKY8,Unity,Leer,119953.0,2017,2,Catastrophe,90.0,358.0,-9669.0,1
ID_RYOZDP,Unity,Leer,119953.0,2017,5,Catastrophe,95.0,358.0,-9669.0,1
ID_PBQUAK,Unity,Leer,119953.0,2017,6,Emergency,85.0,358.0,-9669.0,1
ID_X6WB68,Unity,Leer,134714.0,2017,9,Emergency,90.0,358.0,-9669.0,1
ID_Q0J9M4,Unity,Leer,134714.0,2017,10,Emergency,85.4,358.0,-9669.0,1
ID_SMZOCX,Unity,Leer,106002.0,2018,1,Emergency,75.0,421.0,-11374.0,1
ID_MZMZ2K,Unity,Leer,106002.0,2018,2,Crisis,90.6,421.0,-11374.0,1
ID_1KO6XN,Unity,Leer,106002.0,2018,5,Emergency,95.3,421.0,-11374.0,1
ID_QXU71S,Unity,Leer,106002.0,2018,9,Catastrophe,100.0,421.0,-11374.0,1
ID_EL8MWO,Unity,Leer,106002.0,2018,10,Emergency,85.8,421.0,-11374.0,1
ID_B4FDD7,Unity,Leer,109998.0,2019,1,Emergency,74.5,284.0,-8997.0,1
ID_R1930I,Unity,Leer,59120.0,2019,8,Emergency,84.5,284.0,-8997.0,1
ID_6G61PC,Unity,Leer,59120.0,2019,9,Crisis,60.9,284.0,-8997.0,1
ID_WE4C1V,Unity,Leer,59120.0,2020,1,Crisis,55.8,1432.0,-8199.0,1
ID_47LZN9,Unity,Leer,60208.0,2020,1,Crisis,50.7,1432.0,-8199.0,1
ID_UHJPKH,Unity,Leer,59120.0,2020,2,Crisis,66.4,1432.0,-8199.0,1
ID_F33GUW,Unity,Leer,59120.0,2020,5,Crisis,55.8,1432.0,-8199.0,1
ID_YH36MO,Unity,Leer,77663.0,2022,2,Crisis,60.9,1172.0,-9046.0,1
ID_TCG06X,Unity,Leer,77663.0,2022,4,Emergency,79.8,1172.0,-9046.0,1
ID_R3URMW,Unity,Leer,77811.0,2022,10,Emergency,85.0,1172.0,-9046.0,1
ID_UECPNC,Unity,Leer,77811.0,2022,12,Emergency,74.5,1172.0,-9046.0,1
ID_C2KEIV,Unity,Leer,77811.0,2023,4,Emergency,79.7,1207.0,-9317.0,1
ID_LI77JZ,Unity,Leer,92227.0,2023,9,Emergency,90.0,1207.0,-9317.0,1
ID_C58CU4,Unity,Leer,92227.0,2023,12,Crisis,60.7,1207.0,-9317.0,1
ID_7SOCZD,Unity,Leer,92227.0,2024,4,Crisis,65.1,1255.0,-6820.0,1
ID_Q7JBMJ,Unity,Leer,80145.0,2024,9,Emergency,69.4,1255.0,-6820.0,1
ID_M1FT07,Unity,Leer,70430.0,2024,12,Crisis,61.1,1255.0,-6820.0,1
ID_X5IC86,Unity,Leer,71518.0,2025,4,Crisis,65.3,835.0,-6182.0,1
ID_Z1B98V,Unity,Mayendit,79009.0,2014,10,Crisis,45.6,774.2894736842105,-6851.894736842105,1
ID_WCT8JB,Unity,Mayendit,80452.0,2015,1,Crisis,40.5,774.2894736842105,-6851.894736842105,1
ID_BSXPK4,Unity,Mayendit,80452.0,2015,4,Emergency,49.7,774.2894736842105,-6851.894736842105,1
ID_8AB13T,Unity,Mayendit,80452.0,2015,5,Crisis,29.8,774.2894736842105,-6851.894736842105,1
ID_4Y0TB1,Unity,Mayendit,80452.0,2015,8,Emergency,39.8,774.2894736842105,-6851.894736842105,1
ID_ZPPEP6,Unity,Mayendit,80452.0,2015,10,Emergency,99.4,774.2894736842105,-6851.894736842105,1
ID_9NGPCI,Unity,Mayendit,81896.0,2016,1,Crisis,64.6,763.0,-6939.0,1
ID_VI052U,Unity,Mayendit,81896.0,2016,4,Emergency,80.6,763.0,-6939.0,1
ID_9AZ3CE,Unity,Mayendit,81896.0,2016,5,Emergency,74.5,763.0,-6939.0,1
ID_GBMXIK,Unity,Mayendit,81896.0,2016,8,Emergency,69.6,763.0,-6939.0,1
ID_VRECJT,Unity,Mayendit,81896.0,2016,10,Emergency,64.7,763.0,-6939.0,1
ID_R0M6HZ,Unity,Mayendit,83340.0,2017,1,Emergency,64.7,709.0,-6448.0,1
ID_72KXSJ,Unity,Mayendit,83340.0,2017,2,Emergency,66.0,709.0,-6448.0,1
ID_ZSB6ZW,Unity,Mayendit,83340.0,2017,5,Catastrophe,80.4,709.0,-6448.0,1
ID_KHE9I0,Unity,Mayendit,83340.0,2017,6,Emergency,80.4,709.0,-6448.0,1
ID_HN3F9Z,Unity,Mayendit,104105.0,2017,9,Emergency,80.4,709.0,-6448.0,1
ID_XQERBK,Unity,Mayendit,104105.0,2017,10,Emergency,89.3,709.0,-6448.0,1
ID_N3DKVR,Unity,Mayendit,86299.0,2018,1,Emergency,79.7,752.0,-8363.0,1
ID_5NBHGP,Unity,Mayendit,86299.0,2018,2,Crisis,60.3,752.0,-8363.0,1
ID_BKTMAV,Unity,Mayendit,86299.0,2018,5,Emergency,91.5,752.0,-8363.0,1
ID_6763V1,Unity,Mayendit,86299.0,2018,9,Emergency,96.2,752.0,-8363.0,1
ID_M3PP00,Unity,Mayendit,86299.0,2018,10,Emergency,81.1,752.0,-8363.0,1
ID_CDNZY4,Unity,Mayendit,89553.0,2019,1,Emergency,69.5,623.0,-6933.0,1
ID_7QUUSF,Unity,Mayendit,66015.0,2019,8,Emergency,84.9,623.0,-6933.0,1
ID_N07EA2,Unity,Mayendit,66015.0,2019,9,Emergency,74.2,623.0,-6933.0,1
ID_8DITMO,Unity,Mayendit,66015.0,2020,1,Crisis,65.1,841.0,-7000.0,1
ID_WNX23V,Unity,Mayendit,67119.0,2020,1,Crisis,50.0,841.0,-7000.0,1
ID_EULJGQ,Unity,Mayendit,66015.0,2020,2,Crisis,70.0,841.0,-7000.0,1
ID_PQ8R4H,Unity,Mayendit,66015.0,2020,5,Crisis,54.5,841.0,-7000.0,1
ID_C7JVLC,Unity,Mayendit,70802.0,2022,2,Crisis,65.1,1079.0,-7239.0,1
ID_G1J5EW,Unity,Mayendit,70802.0,2022,4,Emergency,86.2,1079.0,-7239.0,1
ID_FWBEBY,Unity,Mayendit,70936.0,2022,10,Emergency,94.6,1079.0,-7239.0,1
ID_4UBZCZ,Unity,Mayendit,70936.0,2022,12,Emergency,80.4,1079.0,-7239.0,1
ID_JJY4MZ,Unity,Mayendit,70936.0,2023,4,Emergency,78.9,1154.0,-7414.0,1
ID_VMCPSI,Unity,Mayendit,66163.0,2023,9,Emergency,90.2,1154.0,-7414.0,1
ID_LN3OX5,Unity,Mayendit,66163.0,2023,12,Crisis,65.0,1154.0,-7414.0,1
ID_FL2MOX,Unity,Mayendit,66163.0,2024,4,Crisis,69.5,637.0,-5156.0,1
ID_Q9WFB7,Unity,Mayendit,73064.0,2024,9,Emergency,74.1,637.0,-5156.0,1
ID_6AV3S2,Unity,Mayendit,71441.0,2024,12,Crisis,41.1,637.0,-5156.0,1
ID_SUMH3B,Unity,Mayendit,72545.0,2025,4,Crisis,65.8,560.0,-5837.0,1
ID_0N9CC7,Unity,Mayom,176826.0,2014,10,Crisis,24.9,2234.0263157894738,-13278.368421052632,1
ID_ISUTP0,Unity,Mayom,180057.0,2015,1,Crisis,24.9,2234.0263157894738,-13278.368421052632,1
ID_4SBRSP,Unity,Mayom,180057.0,2015,4,Emergency,55.0,2234.0263157894738,-13278.368421052632,1
ID_J4KII1,Unity,Mayom,180057.0,2015,5,Crisis,40.0,2234.0263157894738,-13278.368421052632,1
ID_NQ0EI0,Unity,Mayom,180057.0,2015,8,Crisis,55.0,2234.0263157894738,-13278.368421052632,1
ID_5NMS6X,Unity,Mayom,180057.0,2015,10,Crisis,55.0,2234.0263157894738,-13278.368421052632,1
